index,cross_entropy,hyper_params
259,0.5215549687,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.045788569702133276, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 49, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7889795918367346, 'reg_lambda': 0.04, 'silent': 'warn', 'subsample': 0.8363636363636364, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': True}"
489,0.5223230843,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.1904350663232715, 'max_depth': -1, 'min_child_samples': 40, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 125, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.02, 'silent': 'warn', 'subsample': 0.6909090909090909, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
941,0.5226862556,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.04522262523652398, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 84, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.48204081632653056, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.8863636363636365, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
19,0.5230087796,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.044111634984021056, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 80, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4244897959183673, 'reg_lambda': 0.1, 'silent': 'warn', 'subsample': 0.9136363636363637, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
308,0.5235993394,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.043458185165731494, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7314285714285713, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.6636363636363637, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
695,0.5236817977,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.04556134693221116, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 103, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8848979591836734, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.6681818181818182, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': False}"
678,0.5241814186,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.040333298525114455, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 124, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.5545454545454546, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
574,0.524281497,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.1728290420308158, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 127, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.30938775510204075, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.7000000000000001, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
730,0.5245400401,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.03993398907304215, 'max_depth': -1, 'min_child_samples': 75, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 88, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4244897959183673, 'reg_lambda': 0.30000000000000004, 'silent': 'warn', 'subsample': 0.8363636363636364, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': True}"
344,0.5247450016,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.04124640429227067, 'max_depth': -1, 'min_child_samples': 90, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 64, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.8681818181818182, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
436,0.525243691,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.03983478094248308, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 66, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8657142857142857, 'reg_lambda': 0.7200000000000001, 'silent': 'warn', 'subsample': 0.6090909090909091, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
110,0.5257731439,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.04567481701910394, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 58, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.36693877551020404, 'reg_lambda': 0.64, 'silent': 'warn', 'subsample': 0.7954545454545455, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
951,0.5266160874,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.039049937327106536, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 45, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.06, 'reg_lambda': 0.9400000000000001, 'silent': 'warn', 'subsample': 0.5818181818181819, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
58,0.526765466,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.044886421736519216, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 89, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8657142857142857, 'reg_lambda': 0.8, 'silent': 'warn', 'subsample': 0.6227272727272728, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
964,0.527552289,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.044111634984021056, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 60, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.5590909090909091, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
954,0.5277545747,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.042180181865911916, 'max_depth': -1, 'min_child_samples': 145, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.0983673469387755, 'reg_lambda': 0.92, 'silent': 'warn', 'subsample': 0.6090909090909091, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': True}"
476,0.5278168651,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.21246061185218962, 'max_depth': -1, 'min_child_samples': 40, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 84, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8273469387755101, 'reg_lambda': 0.02, 'silent': 'warn', 'subsample': 0.9136363636363637, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
6,0.5291791773,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.04083805487131658, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 129, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.19999999999999998, 'silent': 'warn', 'subsample': 0.9545454545454546, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
883,0.5293355616,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.041041721719882275, 'max_depth': -1, 'min_child_samples': 145, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 125, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.19999999999999998, 'silent': 'warn', 'subsample': 0.9, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
776,0.5294385587,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.043027938576904165, 'max_depth': -1, 'min_child_samples': 200, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 71, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2710204081632653, 'reg_lambda': 0.12000000000000001, 'silent': 'warn', 'subsample': 0.8863636363636365, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
364,0.5300968313,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.04155534372092622, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 44, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9424489795918367, 'reg_lambda': 0.42000000000000004, 'silent': 'warn', 'subsample': 0.5590909090909091, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': True}"
246,0.5302343607,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.1745572007166229, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 123, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2710204081632653, 'reg_lambda': 0.54, 'silent': 'warn', 'subsample': 0.7590909090909091, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
540,0.5305311782,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.0419708654836414, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 136, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7697959183673468, 'reg_lambda': 0.02, 'silent': 'warn', 'subsample': 0.8227272727272728, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
447,0.5313073431,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.18391758702167205, 'max_depth': -1, 'min_child_samples': 75, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.1, 'silent': 'warn', 'subsample': 0.7318181818181819, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
39,0.5314483914,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.03761979447551883, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 82, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.48204081632653056, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.8909090909090909, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': True}"
386,0.5323691321,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.19474632683721835, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 114, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.36693877551020404, 'reg_lambda': 0.92, 'silent': 'warn', 'subsample': 0.6272727272727273, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
475,0.5327706205,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.04063539870611078, 'max_depth': -1, 'min_child_samples': 150, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 118, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4244897959183673, 'reg_lambda': 0.16, 'silent': 'warn', 'subsample': 0.9454545454545455, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
287,0.5342793893,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03934242501261208, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 60, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5779591836734692, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.8681818181818182, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
302,0.5349139525,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.18714795719560542, 'max_depth': -1, 'min_child_samples': 70, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 74, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.7200000000000001, 'silent': 'warn', 'subsample': 0.7181818181818183, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
395,0.5351821441,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.03761979447551883, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 44, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6163265306122447, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.7181818181818183, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
15,0.5360825756,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.03678697396948347, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 81, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.7000000000000001, 'silent': 'warn', 'subsample': 0.9954545454545455, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
149,0.5364422316,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.04134912805691315, 'max_depth': -1, 'min_child_samples': 210, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 38, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 0.46, 'silent': 'warn', 'subsample': 0.95, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
802,0.5376541095,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.2188978852592117, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 78, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3861224489795918, 'reg_lambda': 0.54, 'silent': 'warn', 'subsample': 0.7045454545454546, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
204,0.5378989532,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.035616452918368235, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 117, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.7200000000000001, 'silent': 'warn', 'subsample': 0.6000000000000001, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
656,0.5395272398,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.03526384138349125, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 46, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.88, 'silent': 'warn', 'subsample': 0.8181818181818182, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
36,0.539956407,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03526384138349125, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 141, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.5, 'silent': 'warn', 'subsample': 0.9454545454545455, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
403,0.5400776476,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.037901570257210054, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 28, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.38, 'silent': 'warn', 'subsample': 0.9363636363636364, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
762,0.5415486877,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.038375894421558775, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 40, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.40530612244897957, 'reg_lambda': 0.36000000000000004, 'silent': 'warn', 'subsample': 0.7636363636363637, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
882,0.5420187888,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.03724734937262854, 'max_depth': -1, 'min_child_samples': 120, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 50, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6163265306122447, 'reg_lambda': 0.66, 'silent': 'warn', 'subsample': 0.7136363636363636, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
57,0.542400813,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.0386633334626139, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 131, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.92, 'silent': 'warn', 'subsample': 0.5863636363636364, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
453,0.5428336969,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.03579407868300933, 'max_depth': -1, 'min_child_samples': 90, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 38, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5779591836734692, 'reg_lambda': 0.66, 'silent': 'warn', 'subsample': 0.9954545454545455, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
304,0.5433705731,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.03993398907304215, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 89, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.8909090909090909, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
490,0.5439446368,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.1909093429849182, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 134, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3861224489795918, 'reg_lambda': 0.30000000000000004, 'silent': 'warn', 'subsample': 0.8409090909090909, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': True}"
191,0.5441167201,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.036513484552660874, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 36, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2518367346938775, 'reg_lambda': 0.04, 'silent': 'warn', 'subsample': 0.8818181818181818, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
184,0.5446903653,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.03615199218672173, 'max_depth': -1, 'min_child_samples': 120, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 82, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.88, 'silent': 'warn', 'subsample': 0.990909090909091, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
685,0.5453817694,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.03697043733668454, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 71, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4244897959183673, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.65, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
528,0.5456728502,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.038759624114733895, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 66, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
296,0.5459675362,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.21140629001950412, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 87, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.26, 'silent': 'warn', 'subsample': 0.8363636363636364, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
135,0.5485643783,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.037433108716163704, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 115, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.6181818181818182, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
