index,cross_entropy,hyper_params
171,0.4467551866,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.12695923467509745, 'max_depth': -1, 'min_child_samples': 75, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 110, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8848979591836734, 'reg_lambda': 0.7000000000000001, 'silent': 'warn', 'subsample': 0.6000000000000001, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
823,0.4467735066,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.09900067256900824, 'max_depth': -1, 'min_child_samples': 110, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 127, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.9181818181818182, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
77,0.4467945831,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.038759624114733895, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 88, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8465306122448979, 'reg_lambda': 0.30000000000000004, 'silent': 'warn', 'subsample': 0.8545454545454545, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
852,0.4469086138,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.17895357705974904, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 112, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.6727272727272727, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
640,0.4469462573,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.1552978623904674, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 138, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.0983673469387755, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.640909090909091, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': False}"
369,0.4469915655,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.034914720788456394, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 69, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.15591836734693876, 'reg_lambda': 0.74, 'silent': 'warn', 'subsample': 0.790909090909091, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
855,0.4469952459,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.13645576216471242, 'max_depth': -1, 'min_child_samples': 125, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 108, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8848979591836734, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.9954545454545455, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
961,0.4470090171,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.08485197035358027, 'max_depth': -1, 'min_child_samples': 145, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 118, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3477551020408163, 'reg_lambda': 0.86, 'silent': 'warn', 'subsample': 0.8863636363636365, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
744,0.4470211962,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.04945898328178117, 'max_depth': -1, 'min_child_samples': 185, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 74, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.0983673469387755, 'reg_lambda': 0.48000000000000004, 'silent': 'warn', 'subsample': 0.6181818181818182, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
590,0.4470933341,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.18761404734426565, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 125, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5012244897959184, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.7954545454545455, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
657,0.4471035943,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.04335022186409647, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 59, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.30000000000000004, 'silent': 'warn', 'subsample': 0.95, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
76,0.4472298019,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.04884767268516119, 'max_depth': -1, 'min_child_samples': 185, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 72, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.990909090909091, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
469,0.447287324,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.12384021026084595, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 142, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.6, 'silent': 'warn', 'subsample': 0.9545454545454546, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
595,0.4473048884,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.1263292078112375, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 35, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.17510204081632652, 'reg_lambda': 0.44, 'silent': 'warn', 'subsample': 0.6818181818181819, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
390,0.4473111967,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.1137975178783935, 'max_depth': -1, 'min_child_samples': 195, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 137, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3285714285714285, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.6636363636363637, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
771,0.4473953808,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.11695415783872158, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 127, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.1, 'silent': 'warn', 'subsample': 0.7545454545454546, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
305,0.4474252303,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.11464987193831722, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 144, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.36000000000000004, 'silent': 'warn', 'subsample': 0.6681818181818182, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
239,0.4475051292,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.16691411404040574, 'max_depth': -1, 'min_child_samples': 185, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 120, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.29020408163265304, 'reg_lambda': 0.4, 'silent': 'warn', 'subsample': 0.7000000000000001, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
818,0.4475296227,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.035439708609918366, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 86, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.23265306122448978, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.7454545454545455, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
539,0.447543851,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.16321899824146022, 'max_depth': -1, 'min_child_samples': 210, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 122, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3861224489795918, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.8272727272727274, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
389,0.4475547798,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.12353255364969319, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 50, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8848979591836734, 'reg_lambda': 0.66, 'silent': 'warn', 'subsample': 0.7136363636363636, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
531,0.4475717615,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.1719713892605132, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 91, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4628571428571428, 'reg_lambda': 0.54, 'silent': 'warn', 'subsample': 0.6590909090909092, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
60,0.4476461572,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.05237104009033834, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 108, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3861224489795918, 'reg_lambda': 0.08, 'silent': 'warn', 'subsample': 0.8636363636363636, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
596,0.4476492867,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.11493540631794046, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 75, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.29020408163265304, 'reg_lambda': 0.08, 'silent': 'warn', 'subsample': 0.5590909090909091, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
835,0.4476815805,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.08422114608661281, 'max_depth': -1, 'min_child_samples': 120, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 30, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.8727272727272728, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
785,0.4477478493,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.0655110763196673, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 57, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7314285714285713, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.8, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
807,0.4477575638,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.21944304829177005, 'max_depth': -1, 'min_child_samples': 75, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 121, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.8954545454545455, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
524,0.4477638985,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.13277276602651492, 'max_depth': -1, 'min_child_samples': 145, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 103, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.15591836734693876, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.8272727272727274, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': True}"
221,0.4477905144,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.03885615457777692, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 43, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.597142857142857, 'reg_lambda': 0.42000000000000004, 'silent': 'warn', 'subsample': 0.6772727272727272, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
25,0.4478193802,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.04207539351176312, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 144, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.9400000000000001, 'silent': 'warn', 'subsample': 0.6454545454545455, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
842,0.4478480148,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.14377301199552947, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 78, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9808163265306122, 'reg_lambda': 0.06, 'silent': 'warn', 'subsample': 0.5545454545454546, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
456,0.4478565891,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.04567481701910394, 'max_depth': -1, 'min_child_samples': 170, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 56, 'objective': None, 'random_state': 20231231, 'reg_alpha': 1.0, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.8863636363636365, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
536,0.4478682007,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.03780741127089907, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 109, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.48204081632653056, 'reg_lambda': 0.22, 'silent': 'warn', 'subsample': 0.7681818181818182, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
812,0.447881958,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.16120161946466163, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 93, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6930612244897958, 'reg_lambda': 0.66, 'silent': 'warn', 'subsample': 0.6045454545454546, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
